skill;check_line;backward_text
Acrobatics;an acrobatics check.;For the eyeballs. Two plus seven is-- I'm sorry I let the ooze loose. It's okay. 40. 52. 52. As you reach behind, the daggers plunge into it, and the ogre lumbering over doesn't have any more to its life. Its jaw just goes slack as it releases the last bit of air in its lungs, tumbling forward, piling onto his friend. As it does, I want to use my bonus action to spring off his shoulders towards my friends. Okay. Okay. That's good. This direction? All right, go ahead and make
Acrobatics;acrobatics check and land right around here,;where you are? I'm gonna back up and get against the wall. Oh wait, that's me! That's you there. Oh, I was thinking I was Keyleth, I'm gonna come up next to Keyleth. All right, so right there? No, against the wall. All right, there? Yeah. All right. That ends your turn. Vax, you're up. Okay, I'm gonna run over the dude in the lava, I'm gonna jump on him, probably make an
Acrobatics;MATT: Acrobatics check.;Oh wait, that's me! That's you there. Oh, I was thinking I was Keyleth, I'm gonna come up next to Keyleth. All right, so right there? No, against the wall. All right, there? Yeah. All right. That ends your turn. Vax, you're up. Okay, I'm gonna run over the dude in the lava, I'm gonna jump on him, probably make an acrobatics check and land right around here, between the two little slimes.
Investigation;investigation check.;Grog takes the top off and does a-- Loaner! Loaner. Put it back on. Loaner. It's his, he's keeping it. It's going to stink like Grog, you won't want that back. The things I'm gonna do in this armor, you're not going to want it back. Just give me and Scanlan one night to break it in, and I promise you, it will be mine. Just the two of you? Well, uh, you know what I mean. Who am I talking to? All right, well, go ahead and roll an
Investigation;TALIESIN: An investigation check, what is that?;Loaner! Loaner. Put it back on. Loaner. It's his, he's keeping it. It's going to stink like Grog, you won't want that back. The things I'm gonna do in this armor, you're not going to want it back. Just give me and Scanlan one night to break it in, and I promise you, it will be mine. Just the two of you? Well, uh, you know what I mean. Who am I talking to? All right, well, go ahead and roll an investigation check.
Athletics;SAM: Do I have to make an athletics check or;wall and (groans) just tries to get it to leave the area, but it's just this thick cloud. It's slowly moving away. Yeah, they are in a bad place right now. Okay, and you still have movement. You have only moved five feet so far. Is Stinking Cloud methane-based? (laughs) It is the way I do it. I can still move? Yeah, you only moved five feet so far, so you still have 20 feet of movement. Okay, I'll do a Dukes of Hazzard over the table. All right. Unnecessarily.
Deception;say make a deception roll to try and successfully;have line-of-sight on the door? The door is right here. So you're by the window. So if you wanted to move over here, then you would have line of sight on pretty much everybody. Yeah, that would be so fun. You could move and then move back. I'm only helping with gameplay strategy. He could brain me. He could. He could brain me in one shot. Okay. I will duck under the table so they think that's where I went, and then Dimension Door to the roof. Okay! You duck under the table. I'm going to
Perception;MATT: Make a perception check.;It's raining up there. Well, but it's a potion. I don't know how it works! You're checking your pockets. You find the potion. You look down and you notice, even through the storm, you can see in the distance, there's the dark shape of a giant lumbering zombie guard making its way down to this part of the town. What are you doing? So I'm on a roof that's all soaking wet, right? Yeah. There's no crawl space access? No attic I can get to?
Acrobatics;MATT: Make an athletics or acrobatics check to try;action. Yeah. Got it. Okay. So I'll just start running. (laughs) Okay. So you're going to start running over this way. On my tiny little nubby legs. All right. As you run, you get over to the front of the gate that is closed off. It's a little bit too tight for you to squeeze through. How do you plan to get over the gate? I'm planning to climb over the gate. Okay. (laughs) I've got nothing left.
Athletics;MATT: Make an athletics or acrobatics check to try;action. Yeah. Got it. Okay. So I'll just start running. (laughs) Okay. So you're going to start running over this way. On my tiny little nubby legs. All right. As you run, you get over to the front of the gate that is closed off. It's a little bit too tight for you to squeeze through. How do you plan to get over the gate? I'm planning to climb over the gate. Okay. (laughs) I've got nothing left.
Perception;LIAM: Perception check. Which is a 25.;I'm holding my action. Okay. That's fine. All right, I'm up. Next up is Vax. Yeah. I'm going to try to unlock the door. All right. You go ahead and you rush over (whoosh), pull out your lockpicks. So that's a ten. 23. Rain's still pouring down, you have your hood up, the water's dripping past your face as you're trying to concentrate. You get the tools in. It's not a very complicated lock. (click, creak) You push it open, leading you guys into the interior of what looks like a kitchen.
Perception;I perception check again at the arch, or does the;most of the preparations are done, there's a few cabinets that are up. It's dark. There's no lantern. And what are the other doors? There's a door immediately to your left, and there's, across the way, is an archway opening. There's no actual door there. It's just a walkway that leads into the next room. So it's open straight ahead? Yes. I haven't used any movement. If I go to the archway right across, right? Yep. I'm clicking my boots as I walk forward. Do
Perception;MATT: At this point? Make a perception check. It's;Oh, shit. Ooh! That's good. 27. That hits. Split his head like a gourd. 11. 11 points of damage as Trinket latches onto the back of his shoulder (growls) and pulls and tugs at him, trying to get him loose from Grog's grip. Not strong enough to do so, but he nevertheless takes the damage and (snarls) hisses back at the bear clutched onto his shoulder. Cool. That ends your turn. Keyleth, you're up. Okay, can I see the smoke from the fire rising up from what Scanlan did on the other house?
Acrobatics;towards the table, make an acrobatics check to;guard's head is no longer across his shoulders. (cheering) Okay, I move the black cloud to the next guard. He also gains disadvantage on all-- let's make it dexterity saving throws. Ability checks. Ability checks, yeah, so all dex checks. So the smoke (whoosh) pours off the body and coalesces around the next guard to his right. All right, that ends your turn. That's the end of my turn. Vax. All right, I've got double speed. I go right
Acrobatics;MATT: Do an acrobatics check.;guard. He also gains disadvantage on all-- let's make it dexterity saving throws. Ability checks. Ability checks, yeah, so all dex checks. So the smoke (whoosh) pours off the body and coalesces around the next guard to his right. All right, that ends your turn. That's the end of my turn. Vax. All right, I've got double speed. I go right towards the table, make an acrobatics check to slide my ass across it-- Are you doing what I did?
Athletics;break the grapple. So athletics roll of?;fangs get caught on the chain. (grunts) Like making out with braces. He pulls away, releases you-- no, doesn't release you. As he's holding you there, he's going to go ahead and make a claw strike across your face. Two and, oh. That'll be a 19. That does hit. He does hit? Okay. You take eight points of slashing damage, reduced to four because of your rage. That ends his turn. Grog, you're up now. Am I still grappled? You're still grappled, yeah. I'd like to try and break the grapple. Okay, so you use your action to try and
Acrobatics;MATT: Acrobatics check.;The mist is there, yeah. There's a clump of mist where he once was. Somebody light a match! I'm coming! So the head disappears from his mouth, or did he still get a big taste? There's still some thick, purplish, congealed blood in his mouth, but the vampire's form has been forced to mist at zero hit points. All right, that brings us to Keyleth. Okay! So seeing Vax go over the table and being like, "That was cool," I'm also going to be like (grunts) over the table. I'm going to join the Dukes of Hazzard train.
Acrobatics;MATT: You could leap up. Make an acrobatics check;Just ominously stepping up the stairway. I like it. That brings us to Vax. Right, so I'm going to start rushing up the stairs. Before I do, I'm going to spank Grog as hard as I can on the ass and say, "Kill!" And run up the stairs at the first guy who's enveloped in Percy's smoke and start stabbing him. Okay. He's up above the banister, so you probably have to-- There's no balcony? No, the idea is the banister rides up and there's a wall along it, and then they're all up on the second floor here looking down at this. So there's no way up there?
Acrobatics;LIAM: See those acrobatics checks...;now. They were trying to haul ass out? Nah, I'll hold. Whoever's next can go. So polite. That is really kind of you, Grog. That ends your turn. It is now the guards' turn. They all... Run away. They're going to try and flee, aren't they? They look to each other, and their one leader goes like, "Men, run!" They all rush and leap off the balcony, try and catch themselves there.
Athletics;MATT: Okay, make an athletics check for the jump.;11 points of damage. Across that guy. Okay. Trinket reaches out and strikes across one of the guys, the guy you Hunter's Marked, who takes the claw across the side of his head, and you hear him yell out in pain, (scream) as he makes it out into the rain. Hurt, but not taken down. He continues to run past, and they all dart outside into the rainstorm. I'll take my turn now. (laughs) Okay, Grog. I leap over the banister with my war hammer high and jump down on the guy that's closest to me, bringing it down with a reckless attack and great weapon master.
Intimidation;MATT: Make an intimidation check.;So I'll just regular old attack and I can only get one of them. I yell out from the top, "Vex, no survivors!" All right, all right! (zoomf) Next arrow nocked. That's a 19 again. 19 hits. Go ahead and roll damage. Okay. 13. 13 points of damage. (zoomf) That guy is, through the back of the head, (zoomf, groan) and just slides through the mud for another two feet. And I act like I have another, that I can attack him again. I say, "Stop!"
Perception;MATT: Make a perception check.;now mixed with in the rain outside. Melt with prejudice, okay. Got one guy left. Now as you guys are all gathering around, we'll say from a roleplaying standpoint, as there is no real immediate threat to you; there is one guard left, who has currently one broken ankle and one missing lower half of his left leg, on the ground, looking at you all, hyperventilating and trying to back away, like (panting). Time to call the Sandman. Since I'm outside on the threshold of the house, can I see where Scanlan might have lit up the other house yet?
Intimidation;MATT: Go ahead and make an intimidation check.;"Got it." I go upstairs with Percy. That mist is probably following me around at this point, isn't it? The black smoke, you mean? Yeah. Oh, yeah. The black smoke is slowly trailing behind you. With each step you take, it licks the back of your boots. Oh, boy. Okay. Is there anything else you can tell me in regards to back doors or secrets that your bosses don't want us to know? I mean, really, this is the time to talk, right now. Anything you use to identify each other?
Perception;perception check.;people from the Sun Tree? "Yeah, as a warning." "Where I saw that child?" I slit his throat. (extended choking sounds) With a wet gurgle, the life expires from his body, a pool beginning to form on the tile below him. Nicely done, Vax. Piece of shit. So Percy and I are upstairs alone? Yes. Can I check his body? (laughs) You begin rummaging through the body. You're keeping an eye out. Make another
Insight;LAURA: "All right." I'm insight-checking him.;body. You're keeping an eye out. Make another perception check. I go upstairs, and I get Percy up against a wall. I turn around and slam him against a wall. Okay. This is sexy. 27. And I look him straight in the eye-- And kiss him. And I say, "Are you all right?" I think so. Look me in the eye, Percy. I feel cruel, but in control. This is controllable, at the moment.
Perception;immediate perception roll.;knows-- she mentioned something about vengeance to those who run the keep. So she stormed up. We're following her, right? You've followed her back into the base floor of the Emberhold itself. You all currently are now back kinda where you started after you snuck into the side passage of the Emberhold. And she said she would lead the way to the vault? Can we be quiet for a second and see if there's any footsteps around us or guards marching around? Are we in immediate peril or do we have a second? Certainly. Everyone go ahead and make an
Perception;MATT: Perception roll.;second! Now this hallway, there appears to be an opening to this room, no doorway. Everybody wait while my brother goes on a field trip. And this additional room, you do not currently see an entrance. An opening that's not a doorway? Or-- I mean, there isn't a door in the way, it's just an opening. The door is open. All right, so I'm going to press against the wall, up to the edge, wait for five seconds, see if I can hear anything, and then if not, curve around and peek in.
Stealth;MATT: All right, so what was your stealth roll?;can maybe try, what, 15 feet? Okay. And where are you casting it? Just in the middle of this hallway here? No. To my left. Here? He wants to see in the dark place. I wanna see in the dark place. There is no entrance to this room currently from what you can see. It's just a wall. There is a door on the opposite side. Now it's a well-lit wall. Hm. All right, well, I follow after the bear. (laughter)
Stealth;MATT: All right. Go ahead and make a stealth check;the end of the hallway, probably Tiberius after Trinket. The next one that comes past you, you reach around and just take your dagger and swing it across the back of his neck area. You manage to sever the base of the spine and he just crumples into a pile in front of you. The other one-- Damage? 22 with the two arrows. Nine and 13. Both arrows impact his chest. The duergar steps back for a second, surprised by the moment, looks really furious and begins to step forward, his size enlarging. I knock him right in the face with the butt of my gun as he rounds the corner.
Stealth;TALIESIN: I can't use my previous stealth roll?;reach around and just take your dagger and swing it across the back of his neck area. You manage to sever the base of the spine and he just crumples into a pile in front of you. The other one-- Damage? 22 with the two arrows. Nine and 13. Both arrows impact his chest. The duergar steps back for a second, surprised by the moment, looks really furious and begins to step forward, his size enlarging. I knock him right in the face with the butt of my gun as he rounds the corner. All right. Go ahead and make a stealth check to see whether or not he sees you.
Perception;MATT: Okay, go ahead and make a perception check.;syllables. (laughter) All right, so. Coasting down this hallway. It leads down to an open doorway and a closed doorway immediately to your right. And then the room to-- actually, the doorway's to your left, and to the right you see another wall to another room that you don't have a doorway currently available. There's a door to my left and a door straight ahead, right? Correct. Okay, I inch up to the closed door on the left and place my ear to the door and listen.
Perception;MATT: Make a perception check.;stone doors of the front of the fortress. To your left, there is a double wooden door, about eight feet tall each side, about five feet wide, that are currently closed, leading into whatever this large chamber is immediately to your left. Can I hang a right and go down that other hall? We should check out what's in that other hall. Is there a door over there? There are two doors, actually. Closed? Both closed. I'm going to listen into those doors.
Acrobatics;do it. So go ahead and roll an acrobatics check.;And since Tiberius is there, I can get sneak attack damage, 'cause one of my allies is there-- All right, just a second there, you're still holding, let's finish Keyleth. So Keyleth, what are you doing? Well, is Grog in my way? Grog is there. You can attempt to leap over Grog. I was wanting to vault off Grog's back, is what I was wanting to do. You can do that without asking him. Yeah, that's what I was going to do. No, you were saying you wanted to tell Grog you were going to do that. But yes, you can still
Athletics;make an-- actually no, no athletics check, he's;and with a giant arc through the air that lights up that portion of the room with a brief sweep, the blade comes down towards-- oh, that'll hit. Second attack also hits. Yes, go Kima. So that comes to-- okay, using her Divine Smite ability on top of that, she manages to deal 37 points of damage to it. Damn. As she finishes both of her strikes simultaneously. The mindflayer, however, does not release its grasp on you. You are still considered grappled. That ends her turn. Grog now is gonna angrily attempt to bash into this door, is gonna
Athletics;or athletics roll against them;(laughter) All right, that puts a total of 32 points of damage, that's enough. So Grog just takes two big swings. The first one comes through, cracks the door in half, splitting it down the center. Rears back a second time, cleaves through the door entirely. What little bit is left on the hinges, he kicks out with his foot, leaving now this side completely open to the interior. He then moves in around Clarota. That's as far as he can get in this current turn. That brings us to Vax. What can I do while grappled, nothing until I'm ungrappled? Well, no, you can try and make an acrobatics
Perception;MATT: Make a perception check.;staircase. Up or down? Looks like it's going up. And what's in this room? I'm looking over here. Okay, you look over here. It's a double door that is currently closed. I will head in your direction as well. Eight, two of my d6s to heal up. You haven't taken a short rest yet. You have to-- you guys have to stop and take ten minutes, 15 minutes to rest to do that, so-- I'm gonna look all over the great hall and see if there's any cool stuff in there.
Perception;MATT: Okay. Go ahead and make a perception check;get us out of this area specifically. So you guys are all moving back with-- Is that cool? -- Vex to return to the previous storage room? We can do that. Yeah, go for it. And you'll hear us if anything goes wrong. Yeah, we'll power through it. Use your earring. All right. I'll go ahead and very-- I'm just gonna kinda use my keen sense-- or sorry, my keen smell again to see if I can smell any duergar in the area.
Perception;LIAM: I'm gonna perception check the room. Which;You open the doors into what appears to be a large temple chamber, a place of worship. What you see are a series of long, wooden benches that are arranged to look towards the center. There is an altar to the right that is a risen kind of stone dais, and in the center there is a stone table, an altar which has a piece of black cloth wrapped over it and something on top of it you can't see from this distance. In the center of the room there is a 12-foot-tall statue of what looks like an extremely strong armored duergar clutching a giant warhammer and a shield. Hm. I'm gonna-- oh wait, I'm a tiger. Yup.
Religion;TALIESIN: I would like to do a religion roll.;altar which has a piece of black cloth wrapped over it and something on top of it you can't see from this distance. In the center of the room there is a 12-foot-tall statue of what looks like an extremely strong armored duergar clutching a giant warhammer and a shield. Hm. I'm gonna-- oh wait, I'm a tiger. Yup. I'm gonna perception check the room. Which is high. 27. 27? There does not appear to be anybody inside this room. Screw this room. However, do you have a religion--
Religion;ASHLEY: Could I do a religion roll from where I;an extremely strong armored duergar clutching a giant warhammer and a shield. Hm. I'm gonna-- oh wait, I'm a tiger. Yup. I'm gonna perception check the room. Which is high. 27. 27? There does not appear to be anybody inside this room. Screw this room. However, do you have a religion-- I would like to do a religion roll. Roll religion, guys. Nine. Nine.
Religion;MATT: Go ahead and make a religion check.;That's what I was gonna do, is tell somebody to get Pike over here real quick. Do you guys have earrings? I can put on my sprinter's boots. Yeah, Pike, Pike? There's some sort of religious artifacts over here. Could use your expertise. Pike, you make your way through, eventually coming down this hallway-- (clanking) She's coming! I can hear her coming. Hey guys, I'm here! Did you know I was coming? (laughter)
Stealth;MATT: Make a stealth check.;at his feet. I kind of nudge it with my nose. She got you a heart. I scritch Keyleth behind the ear, but nudge it aside with my toe and exit the room. Okay. I did scritch her ears, but I'm going to continue down to the end of the hall. This way? Yeah. Okay, you make your way into what looks like a giant foyer, into a secondary entrance in the side of the fortress. I just walk all the way over to the corner, stealthing.
Arcana;ORION: I'm gonna do a quick arcana check, just to;I would like to stealth through the door. Before I leave, I carefully examine that statue. Okay, what are you examining? The facial features of the god, the deity, right? Is that what he is? Yeah. Okay, so you look at the face of Laduguer. You can see it's very, very old, it's very well-crafted. You can see a lot of very meticulous craftsmanship went into its creation. It almost glistens with a perfection that is out of place in an area that is so covered in soot and various other volcanic activity-based mineral deposits.
Stealth;see. Do I need a new stealth check or?;fearful duergar mage kind of glances, eyes slide about, hears these words and you see him wrack his head for a second with a sudden sense of self-loathing and disappointment. (laughter) His hands drop and it looks like for a minute his intent to begin muttering some sort of incantation is momentarily distracted. Nice! All right, awesome. Can I start moving back? Yeah, you can start moving back this way. I hear that, but I'm still going to poke my head stealthily through the door and see what I
Perception;MATT: Go ahead and make a perception check.;head stealthily through the door and see what I see. Do I need a new stealth check or? Yes you do. Okay, great. So that is a 32. All right, you glance inside at what looks to be some sort of a training room. There are-- most of the floor itself is stone, and in the far corner there is a large section that is mainly just sand and dirt and there are a number of wooden training structures. You know, various shields and wooden bars that are used as a means of training for weaponry. There's what looks like a giant rack of weapons, full of arms and stuff. Anything good-looking?
Intimidation;She's going to make an intimidation check.;Kima hears you shouting all these curses into the room, Kima pushes past you, and pushes past you. You can see Kima coming into the room behind you guys. Steps over the broken table, down in front of the circle, and grabs the mage by the front of his robe, pulling him into her face. The mage at this point is still kind of reeling from the fact that you managed to strike him so deeply in the heart of his hearts. He's just not a nice man. However, Kima, with a look of absolute death in her face, grabs him and pulls him forward and says, "Listen, where is the rest of your fucking army?"
Investigation;MATT: Go ahead and make an investigation check.;outside the front of his nose. The duergar being held up against the wall says, "Whatever you haven't killed. The army's probably up with the king "himself. They're all waiting for you and I hope they piss on your body when they're done!" At which point she takes the blade and twists it. As she does, he gives this guttural yelp and his eyes just go blank. Blanker than the duergar eyes normally are. I make it to the doorway and go, what is going on in here? Are there any-- taking that in-- any healing potions or anything in here that we could use?
Perception;MATT: Perception check.;"himself. They're all waiting for you and I hope they piss on your body when they're done!" At which point she takes the blade and twists it. As she does, he gives this guttural yelp and his eyes just go blank. Blanker than the duergar eyes normally are. I make it to the doorway and go, what is going on in here? Are there any-- taking that in-- any healing potions or anything in here that we could use? Go ahead and make an investigation check. Can I look at the door and see if the trap will go off again if we step through it again?
Stealth;MATT: Okay, make a stealth check.;I think it's gonna be noisy, it's not a stealthy attack. It's a quick way to get rid of six people, though. Oh, is that what we need to do? There's a row of duergar around the corner, they're all in a line like Radio City, we just-- if I can get-- Scanlan, if you-- what about you, Keyleth? Do I remember light-- or do you bring it down from above? Tiberius. What, what? Do you want me to shock 'em? Oh, I have an idea. Okay, I'll peek around.
Religion;ORION: It's a religion check.;literally just piggybacking Tiberius waiting. Okay, so Tiberius, you leap onto her back. Mm-hm, and I cast Alter Self, and I turn to-- Scanlan, Vex. I'm going to cast the thing on him. Okay, so you cast Thaumaturgy on him to give him a vocal emphasis, a roaring, booming voice. Do you stay with him or do you move back with the rest of the group? Oh, oh, Pike Pike Pike Pike Pike. What kind of animal would this god use? Would you know what kind of animal the duergar would worship? Do you know?
Religion;MATT: Religion check.;Okay, so Tiberius, you leap onto her back. Mm-hm, and I cast Alter Self, and I turn to-- Scanlan, Vex. I'm going to cast the thing on him. Okay, so you cast Thaumaturgy on him to give him a vocal emphasis, a roaring, booming voice. Do you stay with him or do you move back with the rest of the group? Oh, oh, Pike Pike Pike Pike Pike. What kind of animal would this god use? Would you know what kind of animal the duergar would worship? Do you know? It's a religion check.
Persuasion;MATT: Make a persuasion check.;So the doors burst open and you guys come through. All of the duergar stand there with their weapons at the ready. You can see in the back, on this raised platform, where the cloth stops, there is two thrones, at the top two duergar sitting on the thrones at the ready. You can see two kind of lizard-like creatures in the back on chained leashes. However, all of the duergar that are ready to strike as you burst through, take a step back, looking extremely confused about what's going on. (shouts) Silence! All of you, silence! We weren't talking. Who knows who I am?
Intimidation;MATT: Plume of flame. Roll an intimidation check.;jagged black iron metal. A giant sword in his hand. "You're kneeling below this false idol." Silence! "This imposter!" As I cast-- As I say silence, I blow a big plume of fire out of my mouth, and I cast Control Flames. So the light (pff). I don't cast Control Flames. I just do the Fireball for effect. I don't do Control Flames, because that's a concentration spell. All right, so you do Fireball. Where are you casting Fireball? Or just doing it to do it? Just (fwoosh).
Stealth;MATT: Okay. Make a stealth check. Who else is;plume of fire out of my mouth, and I cast Control Flames. So the light (pff). I don't cast Control Flames. I just do the Fireball for effect. I don't do Control Flames, because that's a concentration spell. All right, so you do Fireball. Where are you casting Fireball? Or just doing it to do it? Just (fwoosh). Plume of flame. Roll an intimidation check. You guys, what are you doing right now? I'm moving along the back wall. I want that illithid. 18.
Stealth;MATT: Okay, your stealth roll?;because that's a concentration spell. All right, so you do Fireball. Where are you casting Fireball? Or just doing it to do it? Just (fwoosh). Plume of flame. Roll an intimidation check. You guys, what are you doing right now? I'm moving along the back wall. I want that illithid. 18. Okay. Make a stealth check. Who else is going in there with him? I go in and stand at the walls next to the door. 32.
Athletics;past. He's going to make an athletics check to see;I'd like to circulate my hands to kind of carve out the eyeball area. (laughter) No, it pushed you off. Yeah, okay, okay, it's all right. All right. That brings us to Grog. (Grog voice) I would like to rage. (Grog voice) I would like to go to a whore house. He goes into a rage. And Grog is going to go ahead and take his axe with the chain on it and throw it toward the first duergar he sees, which is right here. Throws it. All right, that is a-- That's going to miss. He rolled a four. Swings
Religion;to go ahead and make a basic religion check.;Keyleth. Keyleth. Get us out of here. Okay, okay, okay. I come out of the form. Yes, thank you. It's a free action. Isn't there a dead basilisk right in front of us right now? There is a body of a dead basilisk on the ground, yes. I'm going to take Wind Wall. I'm gonna cast Wind Wall and try and wrap it around the lava column and try and contain it within the Wind Wall, cooling it down. Essentially making a tornado-like vortex around the lava. Okay. For the purposes of this, I want you
Nature;think a nature check would be an interesting way;Isn't there a dead basilisk right in front of us right now? There is a body of a dead basilisk on the ground, yes. I'm going to take Wind Wall. I'm gonna cast Wind Wall and try and wrap it around the lava column and try and contain it within the Wind Wall, cooling it down. Essentially making a tornado-like vortex around the lava. Okay. For the purposes of this, I want you to go ahead and make a basic religion check. Okay. Wait no, not religion. For you it'd be nature. Just for the purposes of my thought, I
Athletics;MATT: Both of you guys make an athletics check.;you, you would be at disadvantage for everything you've been doing. Oh, I see. 18! 18, okay, so. I mean, you go over to it, and you manage to gather up into your wine skin a little bit of basilisk's blood, best you can. The magma pulls close to you and you manage to just take six points of fire damage from just the general heat of the magma now pouring into the room. It's spilling out and now just continuing to fill the rest of this chamber. I shout to Percy, come, Tiberius, now! We pick him up.
Stealth;five. And your stealth rolls are currently at;guys need. You guys drag-- Can I heal him? You can attempt to, yeah, go for it. Anticipation. I know. C'mon, Pike! 24. All right. Heals you. Oh my god. Comes to consciousness. You guys are about ten feet away from the base of the stronghold. Your foot heals up, but it's still burned. Ew, get that away from me. For the time being, until you can take some serious physical rest, your movement is reduced by
Athletics;athletics check.;All right. Putting glass for the dog-- That's your turn. Grog, you're up. I would like to try and break the grapple. All right. 20. 20, yes. I can picture that. Why did you do that? Because you are restrained-- Kicking myself. Need to check what effect the condition-- Here. Just to be safe. Okay, yeah. Go ahead and you're making an
Nature;ahead and do a nature check to see if I can;Grog? Grog? And hitting and hitting-- Grog? I use Bigby's Hand to stop the hammer. Maybe you unrage. Lullaby, Hulk. Lullaby. It's over. It's over. Lullaby?! Think of the beard. What happened? Well. You killed it real good! Oh, look, we made jelly. Speaking of jelly, I would like to go
Perception;MATT: (laughs) Roll a perception check.;For climb, this would be athletics. Athletics. Oh, really? That's not what it was; I moved it. It was 14, I saw it. Oh no, 12. It takes you a little bit to get up there. It's steep, you slide down a few times. But eventually, because there's no immediate threat, you're given time to get up onto this upper platform. You can see that there are these various parts of the rock that jut outward, that have some short term passageways that this creature uses. I'm so weak, but I'm holding to see if I see a cave.
Nature;MATT: You can go ahead and make a nature check.;From the north side, it doesn't look like anything too dense. Percy? Yes? Do you know how much longer we need to continue on this path? Honestly, I've never taken this road before. This is further east than I've ever come. Can we see how far ahead-- does it look like it goes on for a while, this chasm? It moves around, so it's hard to get to much of a visual of the-- The geology starting to look familiar? Does my tracking tell me anything?
Stealth;MATT: Make a stealth check.;Can we see how far ahead-- does it look like it goes on for a while, this chasm? It moves around, so it's hard to get to much of a visual of the-- The geology starting to look familiar? Does my tracking tell me anything? You can go ahead and make a nature check. For all of this, I'd like to-- With advantage. -- walk about 40 feet in front of everyone and creep along. Okay. 17. Cloak up.
Stealth;MATT: Make a stealth check. The mountains here got;The geology starting to look familiar? Does my tracking tell me anything? You can go ahead and make a nature check. For all of this, I'd like to-- With advantage. -- walk about 40 feet in front of everyone and creep along. Okay. 17. Cloak up. Make a stealth check. He's a weird loner, that guy. He is. It's my job.
History;TALIESIN: History check?;I'm not sure I understand. We see a drop-off? It begins to descend towards the valley, and on the side of one of the giant-- Chasms? Chasm you guys are at the bottom of. You see an outcropping ahead that's angular and pointed. Like, designed by man? Like it was sculpted, constructed. That might have sentries. Some sort of outlook or something. Something that was not formed by nature here. Do I know what this is? You--
History;MATT: You can make a history check. You know many;Chasms? Chasm you guys are at the bottom of. You see an outcropping ahead that's angular and pointed. Like, designed by man? Like it was sculpted, constructed. That might have sentries. Some sort of outlook or something. Something that was not formed by nature here. Do I know what this is? You-- History check? I'd say, make an intelligence check. Roll and add your intelligence modifier. I could do it with you, if you want.
Stealth;disadvantage on your stealth checks because you;No, we don't, no. You have-- I have some invisibility. Not great, though. I have dust of tracelessness. Maybe we'll stealth it. Can I hide Scanlan under my cloak? Can he use his invisibility on someone else? If he was to cast Invisibility on you-- No, on somebody else, so I'd just hide him. What about one of those things that always works on me-- You could-- -- a diversion? You would move very slow and you would have
Athletics;ahead and make an athletics check.;We're also on a chasm, so if it gets wet and slippery and muddy we might all go down. That's true. Maybe get up at the top of it and then do this. I like the plan of going up the other side of the chasm. Can we try to climb the other side? Certainly. Giants like to throw fucking boulders. Yeah, I don't wanna be down on the bottom. Yeah. As you guys make your way up the other side, you're helping each other, I want everyone to go
Athletics;MARISHA: An athletics check?;Maybe get up at the top of it and then do this. I like the plan of going up the other side of the chasm. Can we try to climb the other side? Certainly. Giants like to throw fucking boulders. Yeah, I don't wanna be down on the bottom. Yeah. As you guys make your way up the other side, you're helping each other, I want everyone to go ahead and make an athletics check. I put on my climbing gear, which I definitely own.
Perception;up. Everyone make a perception check.;seven stories of height. Whoa. Built into the side of a mountain, and it goes down almost like two giant steps. It's built on essentially where the giant bowl, the caldera if you will, of where this valley of this mountain range would be. It's built on the inside of it, so it's actually constructed, as you continue to descend into the valley. Looking at it, you can see openings, windows, there are areas up top where you see giant piles of rocks and boulders that are used for anti-siege, for throwing off the top, stockpiles of that. You do see boulders around the ground that may have been thrown and not picked
Intimidation;TALIESIN: That's an intimidation check.;goes down almost like two giant steps. It's built on essentially where the giant bowl, the caldera if you will, of where this valley of this mountain range would be. It's built on the inside of it, so it's actually constructed, as you continue to descend into the valley. Looking at it, you can see openings, windows, there are areas up top where you see giant piles of rocks and boulders that are used for anti-siege, for throwing off the top, stockpiles of that. You do see boulders around the ground that may have been thrown and not picked up. Everyone make a perception check. I feel-- (whispers) Should I say? (whispers) I'm not gonna tell you.
Athletics;MATT: Roll an athletics check with disadvantage.;ground that may have been thrown and not picked up. Everyone make a perception check. I feel-- (whispers) Should I say? (whispers) I'm not gonna tell you. That's an intimidation check. How did Trinket get up the cavern? Hm? Can Trinket climb? Trinket-- Bears climb! Bears are good climbers. They're good climbers? They can get up a tree. Yeah.
Athletics;LAURA: With an athletics check?;Disadvantage. I'm sorry! But it felt wrong to lie. Rangers. Of course. It's an honor system. Could I have given the climbing gear to Trinket? No. No. (all laugh) You could've, it just would've been adorable. But we could tie the rope around Trinket's waist. Roll your dice.
Perception;MATT: So, once again, perception rolls.;I told her not to say it, why'd you say it? I'm just trying to be honest! Which is appreciated. Strength modifier? He got a 15, too. Okay. It's been difficult, and it slowed your guys' progression, but you've managed to keep Trinket along with you; this large bear is now like pushing against the side. He's managed to keep up, but it's been a harrowing experience. I've been behind him the whole time, pushing on his buttocks. Yeah. You got this buddy, you got this.
Perception;Make a perception check.;Wikipedia, it's true. (laughs) Very reasonable eyesight. You could also be a sparrow. Yeah. So, at about the two in the afternoon day sun, 'cause that's what it is. But you're fine. You become a bat-- Bats come out during the day! I know. She makes her way, down through; you swoop up to one of the windows and you glance inside and look around. You can see most of the furniture inside is in tatters. There are large, giant-sized tables and chairs that have been broken in half and strewn across the room.
