skill,backward_text,check_line,original_name
Perception,"And now, let’s get back to the show. [Transition note] So Val you run outside, and these two guys are hopping into an ice cream truck. Make a perception check.", Oh god stop making me roll perception! [Dice rolls] ,Perception
Acrobatics,"do — you're a pedestrian you need to get out of the way! I'd like to grapple him, I don't want him going anywhere. Okay so you're gonna grapple? Yeah"," Cool, alright so we know grapple, he's gonna do a acrobatics check against your athletics check. ",Acrobatics
Athletics,"do — you're a pedestrian you need to get out of the way! I'd like to grapple him, I don't want him going anywhere. Okay so you're gonna grapple? Yeah"," Cool, alright so we know grapple, he's gonna do a acrobatics check against your athletics check. ",Athletics
Animal Handling,"can talk to each other? Wow! Woooow, it's some assumptions to be making. (as Milo) But can you? (as Tuna) I can, but just know that you make the assumption.", Can I roll animal handling to see if I can get Tuna to talk to the lobster? ,Animal Handling
Perception,going and things are just kind of like sparking and exploding and shorting out around you. I would definitely never the breaker box is. Can I turn it all off?, Yeah make a perception check! ,Perception
Investigation,"wires are attached is there like a hard drive I can grab, or like a device or something that's like relatively portable that I can grab as we head out?"," Yeah I want both of you to make investigation checks a Milo, I'm gonna give you advantage. ",Investigation
Investigation,"locked. So yeah and you can look up the the light of the moon is now coming through a giant mountain lobster shaped hole. , bless, chef’s kiss. and Muah.", So now both of you make investigation checks Milo you get advantage. ,Investigation
Intimidation,think you've never been zapped befor? I could zap people whatever I want! (as Val) [nonchalantly] I've been zapped before. (as Mantis) Oh okay I bet you've been zapped before., I want to roll an intimidation check against him. ,Intimidation
Intimidation,"a second? Val just like looks at Mantis or whatever the fuck his name is, and is like (as Val) You! Cover your ears. Yeah that's fine, that’s totally fine.", Intimidation check! [Dice rolls] ,Intimidation
Stealth,"start video recording this because I don't trust this Knight of Mirrors, and I want to have something on tape in case they decide to go back on their word.", Okay make a stealth roll. ,Stealth
Investigation,"that, but there's like all— An apartment-sized battering ram! Yeah! A personal pan battering ram. Buttery crust! That’s like a great gift for Val, I dunno what you’re talking about?", But of course it has a laser opening and it still has these blue glowing thing and I want you to make an investigation check. [Dice rolling] ,Investigation
Animal Handling,bit more. He reaches out his hand to shake your hand. (as spirit) Hey thanks dude letting me out. (as Milo) Yeah of course uh yeah. I shake his hand., You shake his hand and you feel like maybe for a moment like your eyes glowed green you changed like for a moment it's like you flickered on you flickered back off. And we've talked about this a little bit and how uncontrollable it is but I think that as you interact with more spirits I think maybe you have a better handle on what's happening and the ghostliness so by DM what I'm giving to you is that you have more of a control of your spirit. I looked at it and you have +5 to animal handling is that right? ,Animal Handling
Animal Handling,I'm giving to you is that you have more of a control of your spirit. I looked at it and you have +5 to animal handling is that right? Yeah!, So now you can use that animal handling on Tuna so Tuna is a cat and kind of does what cats do. So if you roll an animal handling check on Tuna they are more likely to be more effective when you ask them to do things. ,Animal Handling
Athletics,"to do the same. A link to those bail funds, is in the description of this episode. Thank you to everyone who has joined our Patreon in the last week"," Karen, Patricia, Rayne, WoodesenMoosen, Antoine, Maddey, Sam, and CyanCicada, We’re so grateful for each and every person who supports us on Patreon. You literally make it possible for this to be our jobs, and we could not do it without you. It’s the highlight of our week to talk about new episodes with you in our Patron-only discord, and I love coming up with a new NPC backstory for every episode, and seeing everyone read it. To get access to all of these benefits and to help ensure we can keep making this show, and the other shows in Multitude, join us for as little as $5 a month at patreon.com/jointhepartypod. Another way to support the work we do at Multitude is to join the MultiCrew. This is our membership program, where our community invests in Multitude by helping us fund new work. Your support lets us control what we want to work on next and stay independent. Plus, we publish Head Heart Gut, a weekly friendly debate podcast just for MultiCrew members, along with very cool benefits like a friends-only instagram controlled by all of the Multitude hosts, a street team sticker pack, behind-the-scenes newsletters, voting rights, even your name engraved forever on our Founders Wall. Invest in Multitude today and be a part of our almost 200 members at multicrew.club Next, I want to recommend a wonderful podcast for you to listen to once you catch up on JTP. Orbiting Human Circus is a magical, musical podcast that invites you into the mystery surrounding the lonely young janitor who lives at the top of the Eiffel Tower… and has no idea how he got there. They’re just wrapping up their second season, so you can start from the beginning or jump right into season two and escape into the world of the Orbiting Human Circus. Featuring the voices of John Cameron Mitchell, Susannah Flood, n Koster, and many more. Find it wherever you get your podcasts or at orbitinghumancircus.com. We are sponsored this week by Zombies, Run, an app that turns your run into an exciting adventure. They combine thrilling audio storytelling with compelling gameplay. Written by Naomi Alderman, the award-winning author of The Power, you participate in a hopeful story about people coming together in adversity. As Runner 5, you help to rebuild humanity's last bastion, rescuing survivors, collecting supplies, and finding a cure. Best of all, Zombies Run is free to download. They have over 500 missions, and you can unlock a new mission every week for free. No matter what speed you run, how much experience you have, or if you’re indoors or outdoors, Zombies Run provides excitement and motivation to get out there. Also running sucks, but the fact that there’s an app to make it better is amazing! Download it now on iPhone and Android - just search for ""zombies run"". We’re also sponsored by Backblaze. They provide unlimited computer backup for Macs and PCs for just $6/month. Backblaze runs in the background, backing up your documents, music, photos, videos, drawings, projects—all of your data. And you can restore files anywhere, downloading them on the web or purchasing a restore Hard Drive overnighted to you in the mail. They are going to send you a hard drive of your stuff! That is so helpful no one can help you with that either than your mom unless your mom is Bill Gates. The BackBlaze mobile apps means you can even access or download your files on the go. They’ve restored over 50 billion (billion with a B!) files for customers. See for yourself why Backblaze is the easiest and best file backup service by signing up for a fully-featured free trial at backblaze.com/jtp. There’s no credit card required to get 15 days of BackBlaze for free, and see why this is the best $6/month you’ll ever spend. That’s backblaze.com/jtp. Get peace of mind knowing your files are backed up securely in the cloud with BackBlaze. Finally, we are sponsored this week by Hero Forge. Hero Forge offers fully customizable tabletop miniatures. with dozens of fantasy races and thousands of parts to choose from. You can spend a thousand hours just making minis for yourself using their mini maker! And now they have full-color minis, too! We love our minis and we know you’ll love yours as well. So visit HeroForge.com to start designing your custom miniature today, and check back often",Jump
Perception,"to do the same. A link to those bail funds, is in the description of this episode. Thank you to everyone who has joined our Patreon in the last week"," Karen, Patricia, Rayne, WoodesenMoosen, Antoine, Maddey, Sam, and CyanCicada, We’re so grateful for each and every person who supports us on Patreon. You literally make it possible for this to be our jobs, and we could not do it without you. It’s the highlight of our week to talk about new episodes with you in our Patron-only discord, and I love coming up with a new NPC backstory for every episode, and seeing everyone read it. To get access to all of these benefits and to help ensure we can keep making this show, and the other shows in Multitude, join us for as little as $5 a month at patreon.com/jointhepartypod. Another way to support the work we do at Multitude is to join the MultiCrew. This is our membership program, where our community invests in Multitude by helping us fund new work. Your support lets us control what we want to work on next and stay independent. Plus, we publish Head Heart Gut, a weekly friendly debate podcast just for MultiCrew members, along with very cool benefits like a friends-only instagram controlled by all of the Multitude hosts, a street team sticker pack, behind-the-scenes newsletters, voting rights, even your name engraved forever on our Founders Wall. Invest in Multitude today and be a part of our almost 200 members at multicrew.club Next, I want to recommend a wonderful podcast for you to listen to once you catch up on JTP. Orbiting Human Circus is a magical, musical podcast that invites you into the mystery surrounding the lonely young janitor who lives at the top of the Eiffel Tower… and has no idea how he got there. They’re just wrapping up their second season, so you can start from the beginning or jump right into season two and escape into the world of the Orbiting Human Circus. Featuring the voices of John Cameron Mitchell, Susannah Flood, n Koster, and many more. Find it wherever you get your podcasts or at orbitinghumancircus.com. We are sponsored this week by Zombies, Run, an app that turns your run into an exciting adventure. They combine thrilling audio storytelling with compelling gameplay. Written by Naomi Alderman, the award-winning author of The Power, you participate in a hopeful story about people coming together in adversity. As Runner 5, you help to rebuild humanity's last bastion, rescuing survivors, collecting supplies, and finding a cure. Best of all, Zombies Run is free to download. They have over 500 missions, and you can unlock a new mission every week for free. No matter what speed you run, how much experience you have, or if you’re indoors or outdoors, Zombies Run provides excitement and motivation to get out there. Also running sucks, but the fact that there’s an app to make it better is amazing! Download it now on iPhone and Android - just search for ""zombies run"". We’re also sponsored by Backblaze. They provide unlimited computer backup for Macs and PCs for just $6/month. Backblaze runs in the background, backing up your documents, music, photos, videos, drawings, projects—all of your data. And you can restore files anywhere, downloading them on the web or purchasing a restore Hard Drive overnighted to you in the mail. They are going to send you a hard drive of your stuff! That is so helpful no one can help you with that either than your mom unless your mom is Bill Gates. The BackBlaze mobile apps means you can even access or download your files on the go. They’ve restored over 50 billion (billion with a B!) files for customers. See for yourself why Backblaze is the easiest and best file backup service by signing up for a fully-featured free trial at backblaze.com/jtp. There’s no credit card required to get 15 days of BackBlaze for free, and see why this is the best $6/month you’ll ever spend. That’s backblaze.com/jtp. Get peace of mind knowing your files are backed up securely in the cloud with BackBlaze. Finally, we are sponsored this week by Hero Forge. Hero Forge offers fully customizable tabletop miniatures. with dozens of fantasy races and thousands of parts to choose from. You can spend a thousand hours just making minis for yourself using their mini maker! And now they have full-color minis, too! We love our minis and we know you’ll love yours as well. So visit HeroForge.com to start designing your custom miniature today, and check back often",Listen
Investigation,"to do the same. A link to those bail funds, is in the description of this episode. Thank you to everyone who has joined our Patreon in the last week"," Karen, Patricia, Rayne, WoodesenMoosen, Antoine, Maddey, Sam, and CyanCicada, We’re so grateful for each and every person who supports us on Patreon. You literally make it possible for this to be our jobs, and we could not do it without you. It’s the highlight of our week to talk about new episodes with you in our Patron-only discord, and I love coming up with a new NPC backstory for every episode, and seeing everyone read it. To get access to all of these benefits and to help ensure we can keep making this show, and the other shows in Multitude, join us for as little as $5 a month at patreon.com/jointhepartypod. Another way to support the work we do at Multitude is to join the MultiCrew. This is our membership program, where our community invests in Multitude by helping us fund new work. Your support lets us control what we want to work on next and stay independent. Plus, we publish Head Heart Gut, a weekly friendly debate podcast just for MultiCrew members, along with very cool benefits like a friends-only instagram controlled by all of the Multitude hosts, a street team sticker pack, behind-the-scenes newsletters, voting rights, even your name engraved forever on our Founders Wall. Invest in Multitude today and be a part of our almost 200 members at multicrew.club Next, I want to recommend a wonderful podcast for you to listen to once you catch up on JTP. Orbiting Human Circus is a magical, musical podcast that invites you into the mystery surrounding the lonely young janitor who lives at the top of the Eiffel Tower… and has no idea how he got there. They’re just wrapping up their second season, so you can start from the beginning or jump right into season two and escape into the world of the Orbiting Human Circus. Featuring the voices of John Cameron Mitchell, Susannah Flood, n Koster, and many more. Find it wherever you get your podcasts or at orbitinghumancircus.com. We are sponsored this week by Zombies, Run, an app that turns your run into an exciting adventure. They combine thrilling audio storytelling with compelling gameplay. Written by Naomi Alderman, the award-winning author of The Power, you participate in a hopeful story about people coming together in adversity. As Runner 5, you help to rebuild humanity's last bastion, rescuing survivors, collecting supplies, and finding a cure. Best of all, Zombies Run is free to download. They have over 500 missions, and you can unlock a new mission every week for free. No matter what speed you run, how much experience you have, or if you’re indoors or outdoors, Zombies Run provides excitement and motivation to get out there. Also running sucks, but the fact that there’s an app to make it better is amazing! Download it now on iPhone and Android - just search for ""zombies run"". We’re also sponsored by Backblaze. They provide unlimited computer backup for Macs and PCs for just $6/month. Backblaze runs in the background, backing up your documents, music, photos, videos, drawings, projects—all of your data. And you can restore files anywhere, downloading them on the web or purchasing a restore Hard Drive overnighted to you in the mail. They are going to send you a hard drive of your stuff! That is so helpful no one can help you with that either than your mom unless your mom is Bill Gates. The BackBlaze mobile apps means you can even access or download your files on the go. They’ve restored over 50 billion (billion with a B!) files for customers. See for yourself why Backblaze is the easiest and best file backup service by signing up for a fully-featured free trial at backblaze.com/jtp. There’s no credit card required to get 15 days of BackBlaze for free, and see why this is the best $6/month you’ll ever spend. That’s backblaze.com/jtp. Get peace of mind knowing your files are backed up securely in the cloud with BackBlaze. Finally, we are sponsored this week by Hero Forge. Hero Forge offers fully customizable tabletop miniatures. with dozens of fantasy races and thousands of parts to choose from. You can spend a thousand hours just making minis for yourself using their mini maker! And now they have full-color minis, too! We love our minis and we know you’ll love yours as well. So visit HeroForge.com to start designing your custom miniature today, and check back often",Search
Persuasion,of mission. I'm gonna text back (as Milo) You're gonna have to give us a little more info on who you got this information from before we commit to anything., I’m gonna do a persuasion roll. ,Persuasion
Persuasion,last night you didn't file a report? What do you mean you got beat up on the street? (as Aggie) No it’s — listen it didn't end up being anything—, And happy roll persuasion here DM. ,Persuasion
Deception,beat up on the street? (as Aggie) No it’s — listen it didn't end up being anything— And happy roll persuasion here DM. I think this is more deception. Okay!, Yeah roll a deception roll cause this is just like kind of a lie. [Dice rolls] ,Deception
Animal Handling,"[ laughs] (as Milo) Tuna can you go check the boathouse and see if there's anyone in there? (as Tuna) I could try, maybe they have cool things in there.", I'm gonna roll an animal handling. ,Animal Handling
Deception,I can pose as myself to like come inspect or like there was a gas leak and and like distract the guys going into the front door. I like that., Because of my superpower I have advantage on deception checks. ,Deception
Stealth,"want! Maybe yeah. Cool so why don't you just open the door, or why don't you have the door for us, Aggie, and then we'll just slip in. Yeah and—"," I will say, tough stealth roll. The DC of the stealth roll doesn't change but you have +10 to it so if you were to walk by somebody who opened a door that would be DC 25, however you would have +10 plus stealth to it so it would be easier than just trying to slip by somebody regularly. You know I'm saying? ",Stealth
Stealth,"want! Maybe yeah. Cool so why don't you just open the door, or why don't you have the door for us, Aggie, and then we'll just slip in. Yeah and—"," I will say, tough stealth roll. The DC of the stealth roll doesn't change but you have +10 to it so if you were to walk by somebody who opened a door that would be DC 25, however you would have +10 plus stealth to it so it would be easier than just trying to slip by somebody regularly. You know I'm saying? ",Stealth
Perception,"and then once we know that like that coast is clear, having Aggie serve as the distraction at the front door so we can investigate the kitchen would make sense.", I would say that Val you make this perception check I want you to scope things out. That’s a 10 for perception. ,Perception
Deception,an exasperated groan] Even as a shadow? Shadow and ghosts are different. I don't know what pokemons been telling you alright let's start with Aggie. So Aggie do your thing!," The mechanic here is that I have advantage on deception checks when I'm posing as a super but then after I have to roll my d6 and if I get a 1, they'll ask me to actually fix something. [ laughs] ",Deception
Investigation,"there's no water but somehow there's just like food trash everywhere there's a hot plate there's like a mini fridge, and just lots of stuff in there. I hate this.", So make an investigation check. [Dice rolls] ,Investigation
Animal Handling,"Milo) Yeah the cat can bo back in, uh yeah uh Tuna can you one more favor for me? Can you head in there and just see what's going on?"," Sure, make an animal handling check. [Dice rolls] ",Animal Handling
Perception,"Aggie says (as Aggie) Listen, call the gas company if you smell anything that's as much as I can give you I will get out of here, respect your elders.", Both of you make a perception check. ,Perception
Perception,PBR. Incredible. There’s a stage on one side and an American Ninja Warrior set on the other side. So did each section of the obstacle course have its own mechanics?," Yeah! First we can talk about how I did set up different people for all of you to recognize in episode 3. So you remember I made you guys make all of those perception checks? So depending on what you came up with, you were going to see different things. There’s actually a bunch of things you guys didn’t see but one was Shannon Redwine the bully, one was Fritz— ",Perception
Persuasion,"that people were leaving was just like, I don’t wanna deal with this, I don’t care, or I don’t want to. Which is kind of what she was talking about."," Did you do it that way, or did you roll for Emily’s persuasion or charisma. ",Persuasion
Investigation,"say? Who can really say? I do love that and I didn’t talk about this, but the fact that Val punched an ice cream truck is so Val. and Yeah."," Like this is how I do it, it’s my investigation roll! Punch an ice cream truck. ",Investigation
Acrobatics,"might have on the ground. You know like in cheer how the padding should be there but it’s really just hard floor, it’s like that. Seems fun. Seems real safe.", Everyone’s gonna roll acrobatics rolls. ,Acrobatics
Perception,32! 24. 14! 14… Jesus. Okay yeah so you’re coming up on the army crawling portion is there anything you would like to do you just wanna barrel through? Hmmm., Can I do a perception check on the architecture of this challenge? So folks may not know that I have a power called superpower which means I get more details on perception checks of either floor plans or like building engineering. ,Perception
Perception,32! 24. 14! 14… Jesus. Okay yeah so you’re coming up on the army crawling portion is there anything you would like to do you just wanna barrel through? Hmmm., Can I do a perception check on the architecture of this challenge? So folks may not know that I have a power called superpower which means I get more details on perception checks of either floor plans or like building engineering. ,Perception
Perception,I have to actually fix something in that building for that person. Yeah that’s the only other way you’ll be able to get in yeah. [laughing] That is extremely funny., But in this case I’ll make a perception check? ,Perception
Perception,for that person. Yeah that’s the only other way you’ll be able to get in yeah. [laughing] That is extremely funny. But in this case I’ll make a perception check?," Yeah make a perception check for how this fits into the warehouse, that’s great. [Dice rolling] ",Perception
Stealth,"I can turn us all into shadows, what do you think? (as Val) I would like to be a shadow, that seems kinda cool, I’ve never been a shadow before.", So in reality this gives us a + 10 to stealth checks and we leave no tracks or traces of our passage. What does the sign say again? ,Stealth
Arcana,I investigate the sign that says nothing? Yeah! What do you wanna know? I wanna see if there’s a secret message behind it or something… Ooo I don’t wanna investigate—, Why don’t you make an arcana check for this? Because this is kinda like it’s more like a mystery. ,Arcana
Arcana,don’t you make an arcana check for this? Because this is kinda like it’s more like a mystery. Also bad but alright! Can I try history or is it arcana?, Just make it an arcana check. [Dice rolls] ,Arcana
Stealth,"real hard [ laughs] (as Milo) I’ve done this once, I think I can do it again! (as Val) Okay, I believe in you bud, even though you can’t walk."," and I cast pass without trace, me and all the creatures around me, my companions now have a + 10 to dexterity stealth checks, and I cannot be tracked except by magical means, and we leave no tracks or traces of our passage. ",Stealth
Perception,are just literally just trying to hold yourselves together. (as Milo) Gross. Gross. Gross. Gross. Gross. Uhhhh. So you’re all kinda stuck in the cobwebs at the moment. [ groans], I want all of you to make perception checks. [Dice rolling] ,Perception
Stealth,"there see what’s up there, and if we need to I’ll kill the spell if we need to. Alright. Are you just gonna go up on the raised platform? Yeah", I also have stealth checks so maybe we do it stealthily! ,Stealth
Intimidation,"[Everyone laughs] Okay, okay, so how do you intimidate the punching bag when you do it? I just, I mean mug it and then I punch it in the face."," Alright, roll an intimidation. ",Intimidation
Intimidation,"do it? I just, I mean mug it and then I punch it in the face. Alright, roll an intimidation. Okay! [Dice rolls] [Chuckles] It’s a nat 20. [Everyone cheering]", Everyone is rolling so well! Alright how do you intimidate the shit out of this punching bag? ,Intimidate
Animal Handling,"like we saw casting without trace, I’ve done it before so I’ve sort of know the like levers to pull to get that one out cause I’ve done it before."," Interesting. It seems like this spirit in your chest using this portal, they have to know something cause it seems pretty conditional over what has been happening and again, I’ve just been rolling it just so happens that it’s happening. So you looked down at your punching bag hands and you see that the spirit really is like this ethereal, I even think this long fingered sort of long nailed iridescent, even hand is also there. It seems like it acknowledges you when it turns over and curls its fist into a fist. So it’s like all three of you wallop, you’ve got Spock on one arm and Bones on the other arm and a ghost fist in the middle— ",Ride
Perception,just keeps changing the group text name. Milo has muted this chat by the way. Yes. Smart smart. It’s muted already? Yeah. Aggie’s turned her phone off. [ and laugh]," Alright so yay, you guys are hanging in the parking lot outside of the warehouse I want you both to make perception checks with disadvantage. [Dice rolling] ",Perception
Perception,hard for it to get out of the way. This is an ice cream truck and it is speeding out of the way. Is it a Ma’s Ice Cream truck?, Make a perception check. ,Perception
Athletics,"would like to join them as well, I’ll use another ki point to double my speed to dash as a bonus action and try to push it over as well."," So you both are going to make athletics checks, and I am going to make a strength check for a truck. [ and laughing] ",Athletics
Perception,"8 on my first roll, I’m gonna use a luck point and reroll that. [Dice rolling] On my reroll I got a 15 total. Val what’d you get? A 9."," I was gonna give you a weighted average because you two were gonna do it together, but unfortunately I rolled a 23 for the ice cream truck, and you did really poorly on your perception check too right? Yeah you don’t see any sort of markings on this ice cream truck, it’s dark, you’re in the middle of the warehouse district. The ice cream truck just peels out and bolted down the street. ",Perception
Perception,on it but your brass knuckles are covered in white paint. It’s a real Cinderella situation tomorrow. [ laughing] Val is just like “nope! Nope!” Punching trucks all over town.," I want you two, Val and Aggie, to make perception checks. [Dice rolls] ",Perception
Insight,"an interesting place, I just wanna know, must be the mountain air why everyone looks so good and why all of their children are so cool and successful. Including you!"," If you wanna know more, make an insight check. ",Insight
Investigation,"the mountain air why everyone looks so good and why all of their children are so cool and successful. Including you! If you wanna know more, make an insight check."," , at the same time can you also do an investigation check? A smell investigation check to see what they smell like. ",Investigation
Investigation,"the mountain air why everyone looks so good and why all of their children are so cool and successful. Including you! If you wanna know more, make an insight check."," , at the same time can you also do an investigation check? A smell investigation check to see what they smell like. ",Investigation
Deception,"news, are you okay? There was a panther! (as Milo) Yeah, there was a panther for everyone in the city, what are you talking about? Why would it impact me?", Okay I’m gonna get you to make a deception check to dupe this nice man who cares about you. ,Deception
Persuasion,"cause I’m sitting here and I can look at my own skeleton, that’s a bummer. Oh no… (as Milo) Hey what was the last thing you remember? (as voice) Um…"," I do want to make you roll on this, if you want to try to endear yourself to the spirit a little more, I’ll give you advantage, but I think you need to make a persuasion check for them to talk to you. ",Persuasion
Investigation,find any— Which one do you wanna do the most? Which one are you gonna lean into? I mean he’s gonna go where his skill sets are which is eBay., So at first I wanna make you do an investigation check for the internet but you are skilled in eBay. ,Investigation
Perception,"and then get out of there. Just gotta get that communications degree, Val also notes as they walk in that this is not enough people to mosh with. [Everyone laughing]", I want all of you to make perception checks to see if you recognize anybody. [Dice rolling] ,Perception
Perception,"horse and not talk about this. (as Gordon) [Nonsensical cajun fillers] (as Milo) Alright, I am just gonna leave now… Um… This is too weird. Um. Val just reaches over—"," At the horse part lots of people have cleared out, so right now, Aggie make a perception check. [Dice rolling] ",Perception
Insight,"now. When Milo goes to leave, Val grabs him by the collar and is like (as Val) No no, ghost boy. (as Milo) Okay! Small strong. Guess I’m staying ookaaay.", Can I do like an insight check to see how trustworthy this crowd feels? ,Insight
Insight,"the sight once, like back in the day, so if you talk to ghosts and shit that’s cool, that’s fine. You know? (as Milo) I haven’t talked to any ghosts!", Can I do an insight check! ,Insight
Insight,"the day, so if you talk to ghosts and shit that’s cool, that’s fine. You know? (as Milo) I haven’t talked to any ghosts! Can I do an insight check!"," Yeah, do an insight check, I’m going to give you advantage. ",Insight
Perception,"it back to everybody else yet. Okay. So let's use a key point to dash, which doubles my movement speed so that I can make it into the auditorium proper."," Let's go! , fucking metagaming. Alright, make a Perception check. [dice rolling] ",Perception
Perception,hurt him a lot! He has a shield so you’ve just been hitting him so much that he's trying to hold on this shield as much as possible. [ sighs], He uses action to disengage and he runs over and grabs- there's a sign. I want all three of you to make a Perception check. [dice rolling] ,Perception
Investigation,"is a 6 points of damage. Okay. Doing okay over there? That's twelve. Oh, that's not great. You know me. So you going to run down the hall, Aggie? Yes.", Cool. Make an Investigation check. [dice rolling] ,Investigation
Athletics,giggle] It's very funny. And so is the spear that went clear through the screen. I think the whole right side of the screen - just can't see things there.," That’s definitely- I'll- I'll take that. I'll take that. So he'll have more trouble doing his next roll. So this is now Shield boy. The Wing boy is down. So this is now just Mud Bug by himself. I think Mud Bug is going to disengage and go over and grab the sign. And I'm gonna role for athletics, for Dash. ",Athletics
Perception,Aggie] People lash out when they are hurt. Can I help you? [as Yabby] No. You hurt me! That was you doing the hurting! [all laughing] He got you there., Sick. Alright. I want the two people in the auction area to make Perception checks. ,Perception
History,"Yeah, so he throws the jar of these like robotic wasps at you, and the jar breaks. And now there's just like these mechanical wasps that are angrily flying everywhere."," Listen, we have black fly season two months a year. I'm used to this. This is fine. But can I roll either Investigation or History and see if I know this person? ",History
Investigation,"Yeah, so he throws the jar of these like robotic wasps at you, and the jar breaks. And now there's just like these mechanical wasps that are angrily flying everywhere."," Listen, we have black fly season two months a year. I'm used to this. This is fine. But can I roll either Investigation or History and see if I know this person? ",Investigation
History,have black fly season two months a year. I'm used to this. This is fine. But can I roll either Investigation or History and see if I know this person?, Sure. What don’t you make a History check? [dice rolling] ,History
Athletics,"out of the vault. One of Aggie siblings is an Olympic swimmer, so lots of time in athletic centers. Sure, sure, sure. And I'm going to swing the door closed."," Yeah. Make a strength roll, or athletics roll. ",Athletics
Stealth,it turns out you did not. [as Milo] Shit. [as Tuna] Bye! He jumps away And then I walk out from behind the rows of chairs with my hands up., I'm gonna say make a stealth roll. I want to see how many people saw the literal ghost come out of your body. ,Stealth
Perception,rows of chairs with my hands up. I'm gonna say make a stealth roll. I want to see how many people saw the literal ghost come out of your body., Can I roll Perception? Because I'm pretty sure I saw it. ,Perception
Perception,a stealth roll. I want to see how many people saw the literal ghost come out of your body. Can I roll Perception? Because I'm pretty sure I saw it.," Aggie, make a Perception check as well to see if you saw that. [dice rolling] ",Perception
Stealth,"including Val and Aggie and the motorcycle person. Yeah, maybe Aggie caught the like vestiges of the swamp disappearing or something. Hmm… Yeah. Maybe like as returns inside of you."," I think, then, it's time for Milo to - to bail out. I have this thing called “Pass Without Trace,”, wear a veil of shadows and silence radiates from me, masking me and my companions from detection. Each creature within 30 feet of me has plus 10 bonus to Stealth checks and can't be tracked. ",Stealth
Stealth,"toes. And as it falls down, he becomes invisible. Please make your – your surge roll for me. [dice rolling] [laughs] I got a 1. [all cheering] Let’s go! Yes!"," I still gotta make a Stealth check to leave the room, too. ",Stealth
Stealth,"– your surge roll for me. [dice rolling] [laughs] I got a 1. [all cheering] Let’s go! Yes! I still gotta make a Stealth check to leave the room, too."," Okay, so make the Stealth check to leave the room then. ",Stealth
Investigation,need to go home. It’s been a long night. Here's a question. Do you want to look inside the bag? I think I'm going to look when he opens it.," Okay, make an Investigation check. He is doing it surreptitiously, so I’m going to put a number in my head, which is a little higher than usual. [dice rolling] ",Investigation
Investigation,"the items in here, it seems to me they're all accounted for. But I haven't done an inventory. You guys came with it, so- [as auction director] Right, right, right.", Make an Investigation check. [dice rolls] ,Investigation
Performance,that Communication credit at Lake Town City SUNY. He sure did. SUNY- you can take summer classes at SUNY LTC! Cs get degrees! [all laugh] That’s true. ’s not wrong.," First roll of the game! , roll a Performance check and I’ll give you Advantage because you’ve done this so often. ",Performance
Performance,that Communication credit at Lake Town City SUNY. He sure did. SUNY- you can take summer classes at SUNY LTC! Cs get degrees! [all laugh] That’s true. ’s not wrong.," First roll of the game! , roll a Performance check and I’ll give you Advantage because you’ve done this so often. ",Perform
Perception,"so she has known some teenagers and is connected to the internet on her devices. [all talking] And has perhaps been one. Yeah, and was a teen, ten years ago."," Nice. , I want you to make a Perception check. [sound of auditorium din] ",Perception
History,"Brewpot] Don’t mess up! What a boss. I need to know everything about the Brewpot family. Oh yeah, 100%. What are their children’s names? How many children do they have?"," It’s true. You are- you’re showing around three interns, and you’re gonna give them a tour pretty much of what’s going on here. I want you to give me a - because you were late and you weren’t able to put yourself together, just give me a History roll. [dice rolling] ",History
History,"be able to figure it out. [as Milo] Can I- [as voice] It should be in her old effects or something, I don’t know. [as Milo] Alright. Alright, thank you."," DM, can I roll a History check to see if I know if the key is in the museum? ",History
Perception,"pretty cool, right? Pretty nice. [as Val] It makes me look like I'm trying to sell secrets to the Russians. [as Dom Five] I've – it’s rather dramatic. I'm sorry."," I want you to make a Perception check. And I'm going to say, because of the con save, I'm gonna make it a little harder in my head than it would before. ",Perception
Perception,"because I really want my hand cut off. Thank you Dom. I will say, Dom 5 is a regular person, so I rolled a 7 Okay, what was I rolling?"," Uh, just roll a Perception check and I’m gonna make it a little more difficult than… [dice rolling] ",Perception
Deception,"a towel for the city. And this is the towel. This is how Douglas Adams died. Yes. That’s a super tenuous connection, and I respect the hell out of it."," Yeah, I do like that. Why don't you roll Deception? with advantage? Because that was very good. ",Deception
Perception,"right? [as director] But so is history. Then they walk out where they entered. Alright, you have the towel You have the towel entered in. Sweet. Absolutely. Cool. Nailed it."," Alright, so now they take the towel from you and they put it, like in the – where all the stuff is. This is also, like people get to look everything over before they bid on it, so there's a whole display – this is a very large room. It's like if a bank had an event space, what it would look like. So it's very ornate. There's a lot of hard, dark wood everywhere. This is for auctions, so like they have permanent shelving to put stuff, and they have like a very, very nice stage and podium, because they have auctions. And I want all of you to make Perception checks. ",Perception
Intimidation,"way up to 750. Okay. At like 700, Val likes finding the person in the crowd that’s bidding against them, and like just dead eyes. And like just dead eyes."," Alright, make an Intimidation check. ",Intimidation
Perception,"Alright, I got 750 for this chair. I have 750 pieces of Lake Town history. It's pizza - it's pizza royalty. Can I get one? Anyone? 750. 750…Anyone? Anyone. 750."," I want everyone to make Perception checks, and Val, I want you to do it with disadvantage because you are just keyed into this auction. ",Perception
Intimidation,"hand is the walking stick that she carries around. And she runs toward the hooligans, yelling, [as Aggie] Stop right there if you know what's good for you. Definitely hooligans."," Okay, I want you to make an Intimidation check. ",Intimidation
