skill,backward_text,original_name
Perception,"Back with the still sleeping Fletch, Amdir is waiting for the main contenders to return.  has provided a great diversion, but that time has passed now. The others, if successful, should be returning any time now: except he is uncertain how long it would have taken to get to the forge in the first place.  ",awareness
Athletics,"((not sure what if any negatives might be rolled, but this is good practice for when it matters later, and tomas likely won't be able to tell if her thoughts are wandering or she is slightly aroused by the interaction.thus without knowing what template the bandits are i'm going to assume warrior caste as tomas thinks the slavers at market will know better than he in taming phedre. that puts his slave handling at 1d+1. editting as i missed to commas between dice rolls. wild dice rolled a one if that matters)) ",
Nature,"((not sure what if any negatives might be rolled, but this is good practice for when it matters later, and tomas likely won't be able to tell if her thoughts are wandering or she is slightly aroused by the interaction.thus without knowing what template the bandits are i'm going to assume warrior caste as tomas thinks the slavers at market will know better than he in taming phedre. that puts his slave handling at 1d+1. editting as i missed to commas between dice rolls. wild dice rolled a one if that matters)) ",wild
Nature,"((not sure what if any negatives might be rolled, but this is good practice for when it matters later, and tomas likely won't be able to tell if her thoughts are wandering or she is slightly aroused by the interaction.thus without knowing what template the bandits are i'm going to assume warrior caste as tomas thinks the slavers at market will know better than he in taming phedre. that puts his slave handling at 1d+1. editting as i missed to commas between dice rolls. wild dice rolled a one if that matters)) ",wild
Nature,I'll make a new set of rolls for vs Tomas. 4D6 vs 3D6+2 for Tomas. ,wild
Nature,I'll make a new set of rolls for vs Tomas. 4D6 vs 3D6+2 for Tomas. ,wild
Perception,"awareness, then lore (not his thing really)will also roll persuade to see if any of the guests can calm down enough to tell him what is going on ",awareness
History,"awareness, then lore (not his thing really)will also roll persuade to see if any of the guests can calm down enough to tell him what is going on ",lore
Persuasion,"awareness, then lore (not his thing really)will also roll persuade to see if any of the guests can calm down enough to tell him what is going on ",Persuade
Perception,"awareness and lore (again not really his thing either - but he has luckier rolls than SO FAR!) (marginally better, but less than helpful)The throng and the noise pressing around them and the procession arriving in the square - it is up to the central platform now, with the musicians- all combine to get in the way of their view and what they can hear. There might be some attempts at cheering a name; but it is quite disorganised. ""Can anyone tell me what's going on? ? where are you?"" 's request is for his friends as well... ",awareness
History,"awareness and lore (again not really his thing either - but he has luckier rolls than SO FAR!) (marginally better, but less than helpful)The throng and the noise pressing around them and the procession arriving in the square - it is up to the central platform now, with the musicians- all combine to get in the way of their view and what they can hear. There might be some attempts at cheering a name; but it is quite disorganised. ""Can anyone tell me what's going on? ? where are you?"" 's request is for his friends as well... ",Lore
Perception,"Larsi will follow the boy up, looking at the massed crowds.He seems to distracted with what the boy is saying to really care much for anything else.  ",Awareness
History,"Larsi will follow the boy up, looking at the massed crowds.He seems to distracted with what the boy is saying to really care much for anything else.  ",Lore
Intimidation,"will throw some tankards across at the Easterlings from the balcony: (dagger skill)realistically he needs  to roll a Gandalf to hit here so after a good first effort where a pot clangs on the armour of an Easterling, distracting him from his attacks. He will instead attempt combat tasks instead: by leaning out of the window he will attempt to Intimidate (and further distract ) the easterlings. (OOC: I know its forward stance but from a balcony window?)and that got about what it deserved - several easterllings seem incensed and furious at the boy: one attempts to throw a pike, but it is about as successful as tankard throwing ",Awe
Perception,"Larsi nods in agreement. ""I trust your judgement in this."" ",Awareness
Perception,rolls awareness sorry only skill 1 add hope to clear the hurdle ,awareness
Perception, awareness(edit even with favoured score the hope won't make it: darn 1 short!) ,awareness
Performance,"""We should all concentrate on the memory of the elf lady.  Larsi, it would help if you have the strength for a song - something with a rhythm so we can all join in - do you know of any marching song?""""I will join with you""and chants a song used by harvesters in Stoneyford, when cutting rye for the winter harvest ",Song
Perception,Awareness(Great Success)  ,Awareness
History,Assists Jot with the remnants of the medicine from Geb's bag. (OOC: what is best here Healing as well or just Lore? ) ,Lore
Insight,"Insight to read his thoughts. (misreads the situation)Riddle to put into words what he wants.  (makes it worse)Surely if you have more time at home and less time fighting, you can spend more time warming your wife's bed! ",Insight
Insight,Snort. What is it you are looking for boy? ,Insight
Persuasion,"“My lord,” said stepping forward to give an answer.“Thengel, your king, regards highly his marshalls’ honour and valour, however he has the peace and the unity of his reign at heart as well. He loves you both, his marshalls, and he would be pleased if you showed you were as wise as you were valiant by putting your feud aside ang giving way to love.”He paused for a moment, letting the last word grow in the silence that had fallen over the people around him. He saw a shadow of doubt in ’s eyes and before the doubt could turn into a question, he resumed:“Yes, you’ve heard correctly: love. That’s your king's proposal, so the West and the East Folds could be bound by the a love lace and protected by your sharp spears: that is that , son of Edwin of Eastfold captain of the Third Marshall of the Riddermark would follow his never extinguished love marrying Mildryd Shielding of Westfold, if she agrees and you approve. Let me know your answer, Mildryd, and your, Marshall, so I can report it to the king.”Then he bowed and began to sing a song about two lovers who, like two rivers born in distant mountains meet in the end after a long and difficult way. ",Courtesy
Performance,"“My lord,” said stepping forward to give an answer.“Thengel, your king, regards highly his marshalls’ honour and valour, however he has the peace and the unity of his reign at heart as well. He loves you both, his marshalls, and he would be pleased if you showed you were as wise as you were valiant by putting your feud aside ang giving way to love.”He paused for a moment, letting the last word grow in the silence that had fallen over the people around him. He saw a shadow of doubt in ’s eyes and before the doubt could turn into a question, he resumed:“Yes, you’ve heard correctly: love. That’s your king's proposal, so the West and the East Folds could be bound by the a love lace and protected by your sharp spears: that is that , son of Edwin of Eastfold captain of the Third Marshall of the Riddermark would follow his never extinguished love marrying Mildryd Shielding of Westfold, if she agrees and you approve. Let me know your answer, Mildryd, and your, Marshall, so I can report it to the king.”Then he bowed and began to sing a song about two lovers who, like two rivers born in distant mountains meet in the end after a long and difficult way. ",Song
Insight," was sipping the mead from his tankard, when he heard the unseemly yells of that Blódred. His voice came clumsily out of his mouth as if its tongue had been made swollen by too many dinks.  stopped drinking and lowered his tankard. The joy that feast and toasting had depicted on his face froze in a cold, pale smile. His grey eyes were upon the man, trying to learn from his face what his motivations were and if his coarse claims were trustworthy or not.In man’s eyes found frustration, hate and pride. He found the fear to be left behind by his own kindred in favour of those whom he regarded as uncouth heathens. All of a sudden knew that the fragile respect which had been built between the Rohirrim and the Wulflings was in danger. A ill said word would be enough to make enemies those who were beginning to look at one another as friends. ",Insight
Survival,Travelling ever onwards. ,Travel
Performance,Not sure if we all want to open Rivendell as a sanctuary or not?If we do not want to do this then try Song (Total rolled = 8) and then Craft (TN =3) ,Craft
Persuasion,"Good idea Baldor. Will visit the libraries and spend some patient time studying the materials available. And also attempt Persuade to get some help from the keeper of the libraries (ask for a bonus dice on Lore? )OK IF the persuade worked then my total for the lore roll gets the bonus dice of +2 making a score of 11. THEN it would be possible to spend some Hope (wits +4) to get to a normal success at TN =15.So if teh LM likes my strategy and permits it, I will have to spend 1 hope to get some extra information. If not, then its just a roll and I have had a great chat with the librarian. ",Persuade
History,"Good idea Baldor. Will visit the libraries and spend some patient time studying the materials available. And also attempt Persuade to get some help from the keeper of the libraries (ask for a bonus dice on Lore? )OK IF the persuade worked then my total for the lore roll gets the bonus dice of +2 making a score of 11. THEN it would be possible to spend some Hope (wits +4) to get to a normal success at TN =15.So if teh LM likes my strategy and permits it, I will have to spend 1 hope to get some extra information. If not, then its just a roll and I have had a great chat with the librarian. ",Lore
History,"Since Baldor has suggested that it would be polite to know more of Rivendell, its history and its geography, will spend time looking at maps of the area, to learn of some of the places that surround Rivendell. And of course what he will find along the Great East Road (but from this side it is the Great West Road?) He would also like to share his knowledge of healing if possible. ",Lore
History,"Larsi would spend his time mostly speaking with the elves and the few dunedain here about their history and the state of Eriador.Meanwhile, his swings became heavier as he trained, his wisdom in the ways of the world making him come to realize that with every swing came the potential to end another threat to himself and his friends. He dedicated himself to both book and blade until the day they left ",Lore
History,"""This place Bree. Tell me about it. I know it is some way to get there, but wonderful as this valley is, I have a hankering to see more of the world: and I know of no better company to see the world with than this one.  It will once again be a pleasure and an honour to be allowed to accompany you further. Who knows, I may even want to go all the way to the Sea that Larsi spoke of many months ago.  That must be worth a sight if the lady Irime has already gone that way. Jot says we can see the Kingdoms of Old. The lands that overcame the Great Shadow many thousands of years ago. Is Bree such a kingdom Baldor? If so, that would be worth a sight too. My father says that 'without change something sleeps inside us', the sleeper must awaken.""(will roll lore for travel bonus dice)(and should have looked hard at the maps with a measuring device)(OOC: I expect us all to know the quote btw) ",Lore
History,"""Where Larsi leads, I shall follow. I have no home except with this company. The journey is my home.""  will stare into the face of each of them. Checking that he is still acceptable to all.(and rolls Lore to see if he can remember about Bree) (OOC: but forgets he rolled Lore earlier and was told about the detailed map - scrub this roll please !) ",Lore
Athletics,"The world of Middle-Earth lives, even where the adventurers aren't! Such is the case, that even such events may come to haunt or bless each hero as they rest. : As you rest in Rivendell, you speak with some of the Dunedain about the tome you seek, and none seem to know where it resides, until a younger man comes forth to tell you he saw a Dunedain by the name of Loseneth has it. Some of the other Dunedain say the people of Eriador also call her Prowler. She was last seen heading towards Bree. A couple weeks after the new year, you meet with an elven lord who is preparing himself to leave middle-earth for the Undying lands, and after a few minutes of discussion, gives you a small medallion, made of true-silver so pure that it seems beyond belief, gold inlaid around it, a single sapphire carved in the shape of a lily rests within. ""I shall have no need of these where I am going. May one such as yourself bring as much beauty to the world as this.""  has received a Precious object worth 20 treasure!Baldor: As you rest, you keenly feel the loss of Atawulf, knowing the songs he would sing of this place would have been such beauty to listen too.Jot: You meet a few dunedain who either do not know of your deeds, or are sympathizers to your exile, they give you news of Eriador since your absence.  Larsi: While Larsi spends many days between the libraries and training field, he hears news from a dour ranger that the few remaining members of his clan in the Ered Luin have fallen in battle against the orcs of the Iron eater tribe just before the group leaves Rivendell. Larsi's warm demeanor becomes like ice, his eyes staring off into the west. The hero does not provide a point to the Fellowship pool for the length of the following Adventuring phase. : As learns more and more from his stay, he finds himself in the company of several elves, who teach him first hand accounts of famous events from ages pass, one even telling of how he danced with Irime at Haycombe! As he prepares to leave Rivendell, the Elves give him a bag of several gold coins! ""Now go, and make your own stories to tell us and others in later years!"". has gained a pouch of treasure worth 6 gold! The hero provides 1 additional point to the Fellowship pool for the length of the following Adventuring phase.  ",
Athletics,"The world of Middle-Earth lives, even where the adventurers aren't! Such is the case, that even such events may come to haunt or bless each hero as they rest. : As you rest in Rivendell, you speak with some of the Dunedain about the tome you seek, and none seem to know where it resides, until a younger man comes forth to tell you he saw a Dunedain by the name of Loseneth has it. Some of the other Dunedain say the people of Eriador also call her Prowler. She was last seen heading towards Bree. A couple weeks after the new year, you meet with an elven lord who is preparing himself to leave middle-earth for the Undying lands, and after a few minutes of discussion, gives you a small medallion, made of true-silver so pure that it seems beyond belief, gold inlaid around it, a single sapphire carved in the shape of a lily rests within. ""I shall have no need of these where I am going. May one such as yourself bring as much beauty to the world as this.""  has received a Precious object worth 20 treasure!Baldor: As you rest, you keenly feel the loss of Atawulf, knowing the songs he would sing of this place would have been such beauty to listen too.Jot: You meet a few dunedain who either do not know of your deeds, or are sympathizers to your exile, they give you news of Eriador since your absence.  Larsi: While Larsi spends many days between the libraries and training field, he hears news from a dour ranger that the few remaining members of his clan in the Ered Luin have fallen in battle against the orcs of the Iron eater tribe just before the group leaves Rivendell. Larsi's warm demeanor becomes like ice, his eyes staring off into the west. The hero does not provide a point to the Fellowship pool for the length of the following Adventuring phase. : As learns more and more from his stay, he finds himself in the company of several elves, who teach him first hand accounts of famous events from ages pass, one even telling of how he danced with Irime at Haycombe! As he prepares to leave Rivendell, the Elves give him a bag of several gold coins! ""Now go, and make your own stories to tell us and others in later years!"". has gained a pouch of treasure worth 6 gold! The hero provides 1 additional point to the Fellowship pool for the length of the following Adventuring phase.  ",
Survival,"(with a second action in the end of year fellowship phase) - will go exploring as he has heard from Jot of the herb Athelas: and how it can be found sometimes in the area.It will be a nice test for him to explore just outside the valley,but concern to not get lost ( a clear embarrassment to avoid!) means that he does not see any specimens of the plant. Jot consoles him that the plant can be very small leaved and easily overlooked. It is as if it grows in secret.... ",explore
Investigation,"Jot joins ... to show him what to look for.Are we BEFORE Sanctuary established = stay close and/or bring a resident?Or After Sanctuary established, where we can find our own way back with a Travel roll? ",Search
Perception,"Well so far there didn't seem to be any major problems as they were walking into the woods. ""I think we might need to find shelter in case night falls in this world."" She looked around for anything useful to build a den for all of them in the woods, while still making sure not to drop her harp.Is there anything we can use to build a shelter in the Black Woods of Arbormal? ",Notice
Perception,Elise quietly tries to notice how many monsters are in the nest...[Ooc: will reroll if I didn't roll right] ,Notice
Insight,"""Aye sir, and there may be a need for a further round of drinks while we unload our gear. I'm for upstairs by choice, but after today: I may even be content with that fire in the common room - if I can stoke it before midnight!"" (will look around the inn's inhabitants, seeing one group of three immediately behind them at their own table, and a few scattered pairs elsewhere. A larger group of perhaps five are near the fireplace. Roll Insight  to return their glances: and as luck would have it, suffers a choking fit when breathing in some smoke from the fire - drawn by the open door behind him. His eyes smart and no-one could read anything behind the faces of local customers,  cracked into smiles at the newcomers discomfort.) ",Insight
Persuasion,Baldor will openly give his name and where he hails from. There are other Hobbits in Bree after all ,Courtesy
Perception,"Jot distances himself from the incoming group and sits at the end of the bar observing. (ok so insight failed = too much mead already?  Awareness: at least he can tell who is participating and who is not...). Also, how is Jack acting?  More secretive than normal? ",Awareness
Persuasion,"Larsi does not say much, but nods and introduces himself to the dwarves and southern men. His kinsmen can tell Larsi is not in as jovial a mood as themselves, and ask him little, more than content to tell him of their travels. ",courtesy
Persuasion,"Will speak with the local men of Bree and the visitors from Combe. Since he is not known here, he really has nothing to conceal, and does not want to appear mysterious to any of the more naturally suspicious or cagey locals.  He knows that his companions will be able to observe carefully if he draws a bit of attention to himself.""You are all from Coombe? a friendly place if you are representative of its people! This is a fine inn at Bree, the best I have seen since before the winter: my name is , son of Jormund. My family do a lot of trade over the mountains and the forest way back east. (1)I have been journeying with the gentlehobbit Baldor of Buckland in your Shire. I will be pleased to amuse you with any small tales of our travels: and perhaps you can be kind enough to tell me of the country around here.  Except for the marsh just before we got here it is a rich land with green rolling hills and fields. Tell me of the small hills I saw to the south of here. (2) Then what of the road to the west? Baldor will be travelling that way tomorrow and I would want him to have any news of that road. (3)  ""Its a bit of a barrage, but 2  silver will get a large round of beers laid out on a tray before them all.  (Courtesy to help get the evening started with the drinks too; and Persuade to encourage the answers to some of his polite requests for background information.) ",Courtesy
Persuasion,"Will speak with the local men of Bree and the visitors from Combe. Since he is not known here, he really has nothing to conceal, and does not want to appear mysterious to any of the more naturally suspicious or cagey locals.  He knows that his companions will be able to observe carefully if he draws a bit of attention to himself.""You are all from Coombe? a friendly place if you are representative of its people! This is a fine inn at Bree, the best I have seen since before the winter: my name is , son of Jormund. My family do a lot of trade over the mountains and the forest way back east. (1)I have been journeying with the gentlehobbit Baldor of Buckland in your Shire. I will be pleased to amuse you with any small tales of our travels: and perhaps you can be kind enough to tell me of the country around here.  Except for the marsh just before we got here it is a rich land with green rolling hills and fields. Tell me of the small hills I saw to the south of here. (2) Then what of the road to the west? Baldor will be travelling that way tomorrow and I would want him to have any news of that road. (3)  ""Its a bit of a barrage, but 2  silver will get a large round of beers laid out on a tray before them all.  (Courtesy to help get the evening started with the drinks too; and Persuade to encourage the answers to some of his polite requests for background information.) ",Persuade
Insight,"Luckily the round of drinks assist with his introduction, and any reluctance on the part of his audience will slowly be eroded as the ale takes effect. Mention of trading (1) gets a few of the Bree-based locals making enquiries about the fabled wealth of Erebor - with some vague allusions to one very rich hobbit who has passed through Bree once more in the past year it seems - it eases the atmosphere somewhat as the great distance involved strikes the locals with a bit of awe for these hardy travellers: who have made such a great effort 'just to come to Bree'.The small regular mounded hills to the south (2) are quickly named as The Barrows on the Barrow Downs. With ale down the throats of a few, some legends of spirits and bloodsuckers are mentioned, with the usual warning about people who have ventured there but never been seen again, and the 'advice' never to go there after midnight. One, slightly more in his cups than most, Rimba Wheatman, mentions a Wight-King, before he is hushed by a sharp prod from behind. No-one else wants that story.. The topic is quickly moved on by himself to say that the road to the Shire (3) is in good condition for the season.  He was visited just after Yule by five hobbits from Brandy Hall who were out looking for their first wild pheasant hunt of the New Year - a treat for Gorbadoc (Broadbelt) Brandybuck, the lord of Brandy Hall and father of Dodinas and Dinodas, who went east a while back.  His five visiting hobbits (headed by Rory Brandybuck and Rufus Burrows his friend) told him how the road was not damaged by the melted snow at all.The men from Coombe are now lubricated enough to offer information that the village had to beat off two separate raids on some of the outlying houses. On both times the raiders retreated north into the woods called Chetwood.  Herdsmen do not move their animals north of the village at all for foraging currently. there is concern that unless things improve, the south will be over-grazed.  There appears to be no cooperation or help from the Bowmen of Archet, One wife mutters that talk in Coombe is that the men of Archet are in league with the raiders.  (GS gains this extra information)Roll insight to think about this woman's comments, but it is easier to believe that she is simply bad-mouthing the other village rather than reporting a commonly held belief. ",Insight
Performance,"Something about the Prancing Pony reminds him of the hearth fire in the great hall at Stoneyford. A few good evenings, usually soon after Yule and close to the same time of year as now, come to his mind. It inspires him to mention some chants and simple drinking songs and he is asked to sing some. Again the boy-man is experiencing a moment of personal growth. With a small approving nod from Larsi, he will launch into such a song. It is surprisingly familiar across the mountains and several of the Bree-worthies find it very easy to join in (after roll edit) right at the beginning of his effort he almost falters, but a special extra push (add 1 Hope, changing  a failure into a GS). It gathers a round of applause and an encore. ",Song
Performance,"Suddenly his time seems taken up, helping the orphan is a better thing to do until Baldor returns. It des seem foolish to run to all corners of the Bree land  when the only hobbit is not with them!He agrees to look around the woods outside the Bree fence for the right sort of wood to build a short bow for to start with. The village Green is just outside the inn, with an area clearly set out for practice at one side.And he will start on the bow - (three or four Successes say?) over the next three days. He asks to stand up and then gauges the right size of the wood needed, and prepares by cutting down a few of his own arrows to fit the proposed size of 's short bow.One of the locals, Jomi Goatleaf, is interested, as he too has got a new bow made for him by one of the master bowmen of Archet last autumn.  Jomi offers to join them tomorrow (when a lot more sober) on the Green. He fancies his skill against the man from Dale. He is clearly a chatty little man himself. ",Craft
Athletics,"Roused by ’s cry, Nár and charged forward together, thrusting their blades at the towering foe.OOC: both in Open stance. ",
Intimidation,"Though the Bloodstone had been destroyed, their foe still stood before them, seemingly invincible.Some dark magic seemed to course through his ancient body, driving him forward. Or perhaps it was the long-festering hatred that he harboured for all of the Free Folk.But none of this entered the mind of .Here were foes before them, foes that must be struck down.He saw his companions falter, yet he remained bold and undaunted. With the booming voice of Nár ringing in his ears, the young Rohirrim stepped forward to challenge their foes.Begone foul creatures of Shadow. Your stone is destroyed, and your time has passed. I am , Minstel of the Golden Hall, and messenger of Elrond Half-elven, who defeated your Master and broke his rule. You cannot overcome us - return to the shadows and trouble us no more! ",Awe
Medicine,"Remembering the Captain of Gondor was injured in the fight, will also attempt to treat 's wound after responds.However, it is beyond 's skill level. ",healing
Survival," was happy to be reunited with Gorrusc which reminded her that before it got too much later, a hunt to find food would be necessary for a small celebration later.As led them to the cave, turns to cheerfully suggesting, With the sorcerer gone there's probably nothing major to worry about if we seek out game around here. ",Hunting
Investigation, places his hand on the Doreios Mentom and it begins to wilt away into the ground. He approaches the caved in building and begins to search through the rubble. ,Investigate
Investigation,"""Of course it worked Absintg works almost for anything.""""well that took care of that. So let the next village worrie about that fog for a while. Must admit it was a long time i felt so heroic... """"So what are we looking for here in the rubble some sort of clue?""While he is saying that something catches his eyes in the rubble... ",Investigate
Perception,"  panicks and starts to stumble blindly through the rubble.""Help! I've been blinded I'm under attack!""He assumes an aggressive posture and swings his staff infront of him speaking in what can only be interpreted as centaurian swear words. ",Notice
Perception,. ,Notice
Medicine,"Maximus retrieves a small bandage roll from another pouch on his belt. And tears it taking both half’s and placing them against ’s weeping wounds firmly and holds them there. The bandages quickly soak up the blood. The gladiator gives a small annoyed sigh as he notices he is without thread and needle to properly stitch the wounds shut. Once the ’s wounds have stopped bleeding Maximus takes out his water flask and gently pours some water to hopefully clean out the wounds. “That should be sufficient enough, I am at least certain your precious blood shall stop seeping from your wounds.” He says softly Maximus once again gently rubs ’s cheeks almost entranced for a moment in the stark contrast of strong and defiant panther woman to now a softer and tender woman. I suppose besides weapons and poisons, women would be my third greatest weakness. Maximus slowly pulls his hand away and shakes his head at ’s words. “Unfortunately it would do little to dissuade others from staring.”  ",Medicine
Nature,"Maximus retrieves a small bandage roll from another pouch on his belt. And tears it taking both half’s and placing them against ’s weeping wounds firmly and holds them there. The bandages quickly soak up the blood. The gladiator gives a small annoyed sigh as he notices he is without thread and needle to properly stitch the wounds shut. Once the ’s wounds have stopped bleeding Maximus takes out his water flask and gently pours some water to hopefully clean out the wounds. “That should be sufficient enough, I am at least certain your precious blood shall stop seeping from your wounds.” He says softly Maximus once again gently rubs ’s cheeks almost entranced for a moment in the stark contrast of strong and defiant panther woman to now a softer and tender woman. I suppose besides weapons and poisons, women would be my third greatest weakness. Maximus slowly pulls his hand away and shakes his head at ’s words. “Unfortunately it would do little to dissuade others from staring.”  ",Wild
Nature,wild ,wild
Nature,Rolling for Reason to understand the consequences of this situation. I use a honour point to get to 8d6. ,wild
Nature,Making a Reason test (4D) ,wild
Nature,"Edit: First a Pleasure test, using a HPRolling12 D6 ",wild
Nature,"Slave Heart, 5d-12 against target 16(This will have limited consequences for my post, especially since Sarah creates a voluntary situation, but I'll try to work in the result.) ",wild
Nature,Sarah Pleasure 4d+2 Will 5d-12 ,wild
Athletics,Sarah Pleasure 4d+2 Will 5d-12 ,
Nature,Sarah Pleasure 4d+2 Will 5d-12 ,wild
Survival,ooc: I will roll for       ,Travel
Investigation," felt invigorated.The party had completed the forest crossing safely, and had even managed to find the Staff of the Roadwarden - surely 's dream of reopening the Old Forest Road was within their grasp!As they walked, he imagined the restoration process.  It would be slow, but the dwarven stonemasons would be up to the challenge.Late in the day he was surprised to see the image of a great white horse carved into the side of a hill rising ahead. With the light fading, and rain setting in, he hurried to find a suitable place for the party to spend the night. ",Search
History,"[As the party first comes in sight of the hill with the horse and rider carved on it]Sigmund had been somewhat reserved since the departure of Geleb, trudging on in silence as the companions traveled south through the vales of the Anduin.  When they reached the hill upon which the image of a horse and rider had been carved, Sigmund's mood improved somewhat.  [break for Lore roll--failed] Sigmund searched his memory for anything he might've learned about this feature from his past studies, but he couldn't recall ever having come across any references.  Turning to the Beorning and gesturing at the hill upon which the horse and rider were carved out, he asked, "" , you are from this region--what do you know of that?"" ",Lore
Persuasion,"Turns to look at the person who has caught the attention of the taciturn huntress. Could be a vagrant, as his clothing is not  expensively cut or tailored. But the quality is very good and hard wearing. It has seen a few miles, too.And he has a very impressive sized Axe. Carefully wrapped in a protective cloth, deerskin maybe, and that has some nice decorative work. ""Well met, and as we have the advantage of you, I can say that we are marking the successful  end of our latest business venture: supplying fish for the dwarven festival. Are you here for the same festival?Let me introduce myself, I am Zaken of the trading house of Mostar of Laketown. At your service. And which land might a Man such as you have allegiance to?""His voice is pitched a little loudly as he is both proud and pleased. The others still inside their quarters will hear this and be likely to come out as well ",Courtesy
Performance,"The young Bowman of the Guild had been summoned to the Iron Hills (through a message delivered by proxy) in order to join with his cousin Zaken and companions, so that he may provide counsel on sensitive matters. Already possessing motivations all his own and need to travel to this region soon, quickly agreed to the request. However it was not lost upon the bowyer that if a man such as Zaken needed help with something, it must be serious.Which is how came to be sitting within his guest chamber (humming a cadence to the tune of Grimarr's Last Stand, a ballad he was composing to flute music), when the Lakeman heard a familiar voice out in the hall.Would the gentleman mind keeping his voice down? I have had a rough journey and simply wish to practice my music until I fall asleep!  says loudly with a deep scowl from within his doorway. A smile accompanied by laughter soon replaces the scowl as the others watch on confusedly. Zaken, I was not expecting this opportunity tonight...how are you cousin? As you can tell I am here in plenty of time for our meeting.Taking stock of those gathered, raises a hand to wave, then looks over to Zaken and asks, Are these some of the fellow travellers you've informed me of? Tell me what you make of this. Bare in mind I'm not done with it yet...the fair man from Esgaroth puts a small exotic flute up to his lips and starts to play a Dalish sounding tune. ",Song
Persuasion,"""Well, it would be best to finish our order for food for tonight. I have the others for you to meet in our quarters. Except you are not our only new face. I had hardly had time to greet this new man before your 'wonderful' piping drowned out his chance to reply!So let me extend a welcome to you again sir, and ask if we might learn your business... as we might be able to do business! ""Zaken is now in such good humour, that he finds his own pun incredibly funny, as he turns back to the Woodman ",Courtesy
Insight,"Will pay keen attention to read into any suggestion of how the news is presented to Thorin  and how welcome it is to him.Zaken has a sneaky feeling that Thorin has something lingering in his mind  from the meeting they had yesterday anyway.(and with a GS roll he is optimistic that he will read something of Thorin's intentions after the newcomers have spoken. This is particularly straightforward when is speaking, because he already knows what is on the bowyer's mind and how much the Lakeman will say.) ",Insight
Investigation,"""Oh, just 'Lorraine' now, I think, darling. There is clearly no longer a need for formality. Not that there ever was with me."" She blows a kiss his way with a wink and continues. ""And from what I can tell... no. It doesn't say where it was delivered or kept, just that it is in the inventory. However, I will keep searching.""  ",Search
Perception,"""Oh, just 'Lorraine' now, I think, darling. There is clearly no longer a need for formality. Not that there ever was with me."" She blows a kiss his way with a wink and continues. ""And from what I can tell... no. It doesn't say where it was delivered or kept, just that it is in the inventory. However, I will keep searching.""  ",Spot
Perception,"""Oh, just 'Lorraine' now, I think, darling. There is clearly no longer a need for formality. Not that there ever was with me."" She blows a kiss his way with a wink and continues. ""And from what I can tell... no. It doesn't say where it was delivered or kept, just that it is in the inventory. However, I will keep searching.""  ",Listen
Investigation,"Clearly uncomfortable to be witness to these seemingly private affairs, Yamyra keeps searching through the shelves on the outskirts of the room, but edges closer to her old friend and murmurs quietly, ""Seriously, Metal, I must ask again, what have you gotten yourself into?  How in the world did you come to join up with these folk?""   ",search
Perception," strains his eyes and ears, attempting to cut through the shadows that dance the room. ",Listen
Perception," strains his eyes and ears, attempting to cut through the shadows that dance the room. ",Spot
Perception,"Atop Tarrasque Ramford listens into the darkness, not really sending anything he then reaches out with his feeling s trying to sense evil. ",listen
Perception,well lets see what kind of fun this last room provides shall we everyone? ,spot
Perception,well lets see what kind of fun this last room provides shall we everyone? ,listen
Perception,"Lorraine doesn't say anything, but readjusts her crossbow and listens and watches for what they were about to face.  ",Spot
Perception,"Lorraine doesn't say anything, but readjusts her crossbow and listens and watches for what they were about to face.  ",Listen
Perception,"Yamyra once again tells Slip to stay, then listens and intently, straining to make out what dangers might be ahead, keeping her bow at the ready. ",Listen
Stealth,Stuie makes his way toward the corridor they need to clear out ,hide
Stealth,Stuie makes his way toward the corridor they need to clear out ,move silently
Stealth,"Yamyra follows, staying about 15 feet back and keeping a watchful eye for any sign that Stuie might come under attack. ",Hide
Stealth,"Yamyra follows, staying about 15 feet back and keeping a watchful eye for any sign that Stuie might come under attack. ",Move Silently
Perception,"Yamyra follows, staying about 15 feet back and keeping a watchful eye for any sign that Stuie might come under attack. ",Spot
Animal Handling,"Sir Ramford bows to the wolves atop Tarrasque ""Noble wolves. We wish no trespass, only to keep the forces of evil from darkening these ground, would you permit us amnesty?"" ",Animal handling
Persuasion,"Stuie looks the beast in the eyes and his mark start glows, i stuie storm, commander of the elven black terrace, i swear that i shall see to your release of this place, . I also give it a single potion for its wounds,.  Is there anyway you could provide us with the means to free your children? Pointing at the keys ",Diplomacy
Persuasion,stuie will reach for the key around the wolfs neck. We will be back.  Would you be willing to join us to help? ,Diplomacy
Investigation,"Lee thinks over what all she saw during her earlier wanderings about the home, hoping they might shed some extra light upon the --now more important than ever-- question of who is, or what he is, if that is more relevant. She was watching the audience when he started speaking, and was still doing so when he did the --literal-- 'double-speak' stunt, so she gets an idea of just how many of the guests reacted to the deliverance and the strange news. It is really hard to tell which of them are startled or upset by the content of the news, or if they are just creeped out by having someone speak into their minds while bypassing their ears. She knows she is.How did he do that? And to so many people at once! And while continuing with his 'public speaking'! She can't help but be more than a little impressed by what it would take to pull off such a feat. Her Order will want to know details --and they may not be forthcoming with any-- so she needs to work out as much about this magic as she can from what she has here.Lee wracks her brain, trying to put together enough of a idea to get a handle on this. ",Investigate
Persuasion,speak ,persuasion
Perception,"I will follow where you go, but if given choice between orcs and men: I would surely slay the orcs first!  I agree: it looks like orcs! ",awareness
